ProspectiveBuyerKey,ProspectAlternateKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,Phone,Salutation,Unknown
557,57727431100,Dakota,null,Hayes,20.08.1968 0:00:00,M,M,dhayes@margiestravel.com,"70 000,00 ₽",2,0,Graduate D,Professional,1,1,3963 Greentree Drive,null,Bellingham,WA,98225,573-555-0123,Mr.,1
558,29279348254,Dylan,W,Henderson,05.12.1981 0:00:00,M,M,dhenderson@thephone-company.com,"40 000,00 ₽",4,4,Partial Co,Clerical,0,2,5537 Broadway,null,Spokane,WA,99202,719-555-0118,Mr.,1
559,6190,Desiree,C,Hernandez,17.04.1984 0:00:00,S,F,dhernandez@alpineskihouse.com,"40 000,00 ₽",3,3,Partial Co,Clerical,1,2,2419 Adobe St.,null,Colma,CA,94014,918-555-0117,Ms.,4
560,8832,Dana,B,Hernandez,19.12.1956 0:00:00,M,F,dhernandez@lucernepublishing.com,"50 000,00 ₽",2,1,Bachelors,Management,1,1,5486 Maria Vega Court,null,Ballard,WA,98107,418-555-0158,Ms.,1
561,2327,Darryl,S,Huang,14.05.1962 0:00:00,S,M,dhuang@adventure-works.com,"20 000,00 ₽",2,0,Partial Co,Manual,1,1,3448 Concord,null,Chula Vista,CA,91910,1 (11) 500 555-0136,Mr.,4
562,3807,Deborah,A,Jai,15.03.1990 0:00:00,S,F,djai@contoso.com,"30 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,Mountain Square,null,Upland,CA,91786,230-555-0186,Ms.,4
563,1892,Donna,null,Jai,07.10.1977 0:00:00,M,F,djai@contoso.com,"50 000,00 ₽",2,2,Bachelors,Skilled Manual,1,1,3761 Cancroft Road,null,San Gabriel,CA,91776,836-555-0163,Ms.,4
564,978,Dwayne,J,Jimenez,11.09.1985 0:00:00,S,M,djimenez@margiestravel.com,"30 000,00 ₽",0,0,Partial Co,Clerical,0,1,6963 Grand View Avenue,null,Bremerton,WA,98312,1 (11) 500 555-0118,Mr.,1
565,86351659893,Dylan,L,Johnson,20.10.1982 0:00:00,S,M,djohnson@alpineskihouse.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,1,0,3009 Temple Court,null,Colma,CA,94014,994-555-0132,Mr.,4
566,18134158253,Dalton,L,King,21.10.1975 0:00:00,M,M,dking@cohovineyard.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,1,0,1487 Franklin Canyon Road,null,Palo Alto,CA,94303,377-555-0153,Mr.,4
567,55,Damien,D,Kumar,01.11.1968 0:00:00,S,M,dkumar@alpineskihouse.com,"50 000,00 ₽",4,0,Graduate D,Skilled Manual,0,0,2768 Baltic Sea Ct,null,Colma,CA,94014,794-555-0114,Mr.,4
568,2188,Dale,S,Kumar,12.12.1981 0:00:00,M,M,dkumar@litwareinc.com,"70 000,00 ₽",4,0,Graduate D,Professional,1,0,6481 Hastings Drive,null,Oregon City,OR,97045,733-555-0116,Mr.,1
569,20326188200,Devin,G,Lewis,15.02.1971 0:00:00,M,M,dlewis@cohovineyard.com,"60 000,00 ₽",1,0,Partial Co,Skilled Manual,1,1,7650 Northridge Drive,null,Palo Alto,CA,94303,1 (11) 500 555-0121,Mr.,4
570,5401,Dawn,L,Liang,12.04.1988 0:00:00,S,F,dliang@adventure-works.com,"30 000,00 ₽",0,0,High Schoo,Manual,0,1,9456 Augustine Dr.,null,Burlingame,CA,94010,1 (11) 500 555-0191,Ms.,4
571,9181,Douglas,M,Lopez,11.12.1955 0:00:00,M,M,dlopez@cohovineyard.com,"70 000,00 ₽",5,0,Bachelors,Management,1,2,Pacific West Outlet,null,Gilroy,CA,95020,202-555-0112,Mr.,4
572,8336,Dennis,null,Lu,06.09.1976 0:00:00,M,M,dlu@contoso.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,1,1,Riverside/woodman,null,Sherman Oaks,CA,91403,479-555-0164,Mr.,4
573,9678,Derek,null,Luo,23.05.1987 0:00:00,M,M,dluo@cpandl.com,"40 000,00 ₽",0,0,Partial Hi,Clerical,0,2,8656 Lakespring Place,null,Coronado,CA,92118,734-555-0143,Mr.,4
574,3176,Dominique,null,Madan,04.09.1953 0:00:00,S,F,dmadan@blueyonderairlines.com,"80 000,00 ₽",5,0,Bachelors,Management,1,2,9634 East Avenue,null,Colma,CA,94014,1 (11) 500 555-0129,Ms.,4
575,4435,Darren,T,Martinez,18.11.1983 0:00:00,S,M,dmartinez@contoso.com,"30 000,00 ₽",0,0,Partial Co,Clerical,1,1,650 E Altamonte Dr,null,Altamonte Springs,FL,32701,1 (11) 500 555-0141,Mr.,5
576,4431,Darren,null,Mehta,05.08.1973 0:00:00,M,M,dmehta@cohovineyard.com,"10 000,00 ₽",3,2,Partial Hi,Manual,1,1,7651 Smike Tree Court,Space 55,Los Angeles,CA,90012,1 (11) 500 555-0120,Mr.,4
577,20166194400,Devin,null,Miller,31.08.1956 0:00:00,S,M,dmiller@cohovineyard.com,"50 000,00 ₽",2,1,Partial Co,Professional,0,1,6621 Polaris Dr.,null,Imperial Beach,CA,91932,278-555-0184,Mr.,4
578,3588,Darrell,K,Nara,05.01.1965 0:00:00,M,M,dnara@alpineskihouse.com,"110 000,00 ₽",3,4,Partial Co,Professional,1,4,6587 B Way,null,Colma,CA,94014,1 (11) 500 555-0110,Mr.,4
579,1898,Donna,null,Nara,25.04.1978 0:00:00,S,F,dnara@contoso.com,"40 000,00 ₽",0,0,Graduate D,Clerical,1,0,8166 Starflower Dr,null,Spring Valley,CA,91977,1 (11) 500 555-0114,Ms.,4
580,1750,Devon,S,Nath,19.05.1963 0:00:00,S,M,dnath@alpineskihouse.com,"110 000,00 ₽",3,4,Bachelors,Management,1,4,466 E St.,null,Colma,CA,94014,1 (11) 500 555-0193,Mr.,4
581,67,Damien,T,Nath,19.05.1973 0:00:00,S,M,dnath@cohovineyard.com,"80 000,00 ₽",4,3,Partial Co,Professional,1,2,4622 Andrea Lane,null,Novato,CA,94947,932-555-0175,Mr.,4
582,3590,Darrell,K,Nath,12.12.1983 0:00:00,M,M,dnath@consolidatedmessenger,"30 000,00 ₽",0,0,Partial Co,Clerical,0,1,1010 Maple,null,Baltimore,MD,21201,1 (11) 500 555-0158,Mr.,2
583,3994,Drew,C,Nath,16.03.1985 0:00:00,M,M,dnath@contoso.com,"30 000,00 ₽",0,0,Partial Co,Clerical,1,1,639 La Corte Bonita,null,Torrance,CA,90505,1 (11) 500 555-0172,Mr.,4
584,719,Diane,B,Ortega,07.05.1976 0:00:00,M,F,dortega@cohovineyard.com,"30 000,00 ₽",1,1,Bachelors,Clerical,1,1,25001 Montague Exressway,null,Milpitas,CA,95035,1 (11) 500 555-0161,Ms.,4
585,9007,Derrick,null,Ortega,16.02.1990 0:00:00,S,M,dortega@litwareinc.com,"50 000,00 ₽",0,0,High Schoo,Skilled Manual,0,2,7532 Erie Dr,null,Milwaukie,OR,97222,994-555-0176,Mr.,1
586,4439,Darren,F,Perez,10.10.1966 0:00:00,S,M,dperez@adventure-works.com,"50 000,00 ₽",2,0,High Schoo,Professional,0,2,7723 Firestone Drive,null,Chula Vista,CA,91910,1 (11) 500 555-0125,Mr.,4
587,64985461831,Dalton,C,Peterson,04.05.1970 0:00:00,S,M,dpeterson@northwindtraders.com,"90 000,00 ₽",2,1,High Schoo,Professional,1,1,2716 Olivera Rd.,null,Everett,WA,98201,153-555-0112,Mr.,1
588,59996944665,Dalton,null,Price,01.05.1976 0:00:00,M,M,dprice@adatum.com,"30 000,00 ₽",2,2,Partial Co,Manual,1,0,7901 Moccasin Ct.,null,Bellflower,CA,90706,1 (11) 500 555-0139,Mr.,4
589,5427,Dawn,null,Rai,17.10.1985 0:00:00,S,F,drai@fabrikam.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,0,1,123 Union Square South,null,New York,NY,10007,344-555-0140,Ms.,2
590,9691,Derek,null,Rai,31.07.1952 0:00:00,M,M,drai@margiestravel.com,"20 000,00 ₽",2,0,Partial Co,Manual,1,0,8537 Partridge Dr.,null,Bremerton,WA,98312,1 (11) 500 555-0184,Mr.,1
591,3814,Deborah,null,Rai,09.08.1960 0:00:00,S,F,drai@northwindtraders.com,"50 000,00 ₽",2,1,High Schoo,Professional,1,2,137 Lancelot Dr,null,Issaquah,WA,98027,162-555-0140,Ms.,1
592,3818,Deborah,null,Raji,31.12.1975 0:00:00,S,F,draji@thephone-company.com,"40 000,00 ₽",0,0,Bachelors,Skilled Manual,0,0,5734 Ashford Court,null,Seattle,WA,98104,1 (11) 500 555-0144,Ms.,1
593,6205,Desiree,E,Ramos,27.08.1977 0:00:00,S,F,dramos@margiestravel.com,"90 000,00 ₽",4,4,Partial Co,Skilled Manual,1,2,8807 Soto St.,null,Bremerton,WA,98312,405-555-0170,Ms.,1
594,9555,Donald,J,Rana,08.04.1976 0:00:00,M,M,drana@adventure-works.com,"10 000,00 ₽",4,4,Partial Hi,Manual,1,2,1168 Escobar,null,Chula Vista,CA,91910,1 (11) 500 555-0169,Mr.,4
595,4220,Deanna,null,Rana,20.09.1969 0:00:00,S,F,drana@alpineskihouse.com,"10 000,00 ₽",1,1,High Schoo,Manual,0,0,4551 Thistle Circle,null,Colma,CA,94014,1 (11) 500 555-0168,Ms.,4
596,3180,Dominique,null,Rana,11.05.1973 0:00:00,M,F,drana@lucernepublishing.com,"20 000,00 ₽",3,3,High Schoo,Manual,0,1,48255  I-10 E. @ Eastpoint Blvd.,null,Baytown,TX,77520,1 (11) 500 555-0116,Ms.,4
597,87375518100,Daniel,E,Robinson,08.02.1982 0:00:00,M,M,drobinson@adventure-works.com,"50 000,00 ₽",1,1,Graduate D,Skilled Manual,1,0,6199 Mcelroy,null,Chula Vista,CA,91910,709-555-0140,Mr.,4
598,3189,Dominique,null,Rodriguez,03.01.1951 0:00:00,S,F,drodriguez@humongousinsurance.com,"70 000,00 ₽",5,0,Graduate D,Management,1,2,6218 Alpine Rd,null,Milwaukie,OR,97222,952-555-0168,Ms.,1
599,69774626500,Devin,null,Rogers,10.07.1984 0:00:00,S,M,drogers@cpandl.com,"60 000,00 ₽",0,0,Partial Hi,Skilled Manual,0,3,5279 East L Street,null,Concord,CA,94519,1 (11) 500 555-0120,Mr.,4
600,95890324711,Destiny,D,Russell,25.12.1982 0:00:00,S,F,drussell@thephone-company.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,0,0,561 Park Glenn,null,Sedro Woolley,WA,98284,469-555-0177,Ms.,1
601,7434,Denise,null,Sai,07.11.1956 0:00:00,S,F,dsai@adventure-works.com,"100 000,00 ₽",3,4,High Schoo,Management,0,4,3974 Central Ave.,null,Chula Vista,CA,91910,1 (11) 500 555-0174,Ms.,4
602,9548,Donald,null,Sai,19.08.1981 0:00:00,M,M,dsai@blueyonderairlines.com,"90 000,00 ₽",0,0,Partial Hi,Professional,0,3,9769 Thistle Circle,null,Colma,CA,94014,1 (11) 500 555-0118,Mr.,4
603,4230,Deanna,null,Sanchez,06.05.1971 0:00:00,M,F,dsanchez@consolidatedmessenger,"50 000,00 ₽",1,0,Partial Co,Skilled Manual,1,1,46460 West Oaks Drive,null,Novi,MI,48375,1 (11) 500 555-0111,Ms.,0
604,7440,Denise,A,Sara,17.01.1980 0:00:00,S,F,dsara@lucernepublishing.com,"30 000,00 ₽",2,2,Partial Co,Clerical,1,0,2509 W. Frankford,null,Carrollton,TX,75006,1 (11) 500 555-0112,Ms.,4
605,20410709977,Devin,E,Scott,22.09.1982 0:00:00,M,M,dscott@adventure-works.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,1,0,6187 Barquentine Court,null,Chula Vista,CA,91910,916-555-0192,Mr.,4
606,2191,Dale,R,Shan,20.01.1945 0:00:00,S,M,dshan@cpandl.com,"40 000,00 ₽",3,0,Partial Co,Professional,0,2,8192 Seagull Court,null,Concord,CA,94519,955-555-0134,Mr.,4
607,28065450200,David,null,Sharma,17.11.1952 0:00:00,M,M,dsharma@adventure-works.com,"40 000,00 ₽",2,0,Bachelors,Management,0,2,8713 Yosemite Ct.,null,Chula Vista,CA,91910,1 (11) 500 555-0143,Mr.,4
608,4134,Darrell,null,Sharma,17.12.1971 0:00:00,M,M,dsharma@cohovineyard.com,"60 000,00 ₽",1,0,Partial Co,Skilled Manual,0,1,7480 Linton Terr,null,Newport Beach,CA,92625,1 (11) 500 555-0165,Mr.,4
609,2190,Dale,F,Sharma,22.12.1952 0:00:00,S,M,dsharma@consolidatedmessenger,"70 000,00 ₽",5,0,Bachelors,Management,1,2,4151 Olivera,null,Atlanta,GA,30308,820-555-0130,Mr.,5
610,57,Damien,M,Sharma,21.08.1970 0:00:00,M,M,dsharma@thephone-company.com,"30 000,00 ₽",4,0,Graduate D,Clerical,1,0,7880 Mission Drive,null,Seattle,WA,98104,1 (11) 500 555-0171,Mr.,1
611,1730,Devon,null,She,12.02.1972 0:00:00,M,M,dshe@consolidatedmessenger,"60 000,00 ₽",1,0,Bachelors,Professional,1,1,Horizon Outlet Center,null,Monroe,MI,48161,1 (11) 500 555-0144,Mr.,0
612,2346,Darryl,G,She,19.02.1948 0:00:00,M,M,dshe@margiestravel.com,"50 000,00 ₽",3,0,Graduate D,Management,1,2,3074 Ardith Drive,null,Carnation,WA,98014,484-555-0149,Mr.,1
613,1882,Donna,null,Shen,02.08.1980 0:00:00,M,F,dshen@lucernepublishing.com,"50 000,00 ₽",1,1,Graduate D,Skilled Manual,0,0,7905 Nottingham Place,null,Woodburn,OR,97071,474-555-0166,Ms.,1
614,4126,Darrell,J,Shen,11.12.1986 0:00:00,S,M,dshen@margiestravel.com,"40 000,00 ₽",0,0,Partial Hi,Clerical,0,2,2080 Sycamore Drive,null,Bellingham,WA,98225,132-555-0174,Mr.,1
615,87374627590,Daniel,R,Smith,06.11.1958 0:00:00,S,M,dsmith@cohovineyard.com,"10 000,00 ₽",2,1,High Schoo,Skilled Manual,0,2,6814 Gatewood Court,null,La Jolla,CA,92806,1 (11) 500 555-0132,Mr.,4
616,86350565552,Dylan,U,Smith,16.02.1958 0:00:00,M,M,dsmith@humongousinsurance.com,"30 000,00 ₽",3,0,Partial Co,Clerical,0,2,6451 Granada Drive,null,Milwaukie,OR,97222,1 (11) 500 555-0192,Mr.,1
617,84451566934,David,E,Smith,20.02.1961 0:00:00,S,M,dsmith@margiestravel.com,"60 000,00 ₽",2,1,Partial Co,Professional,0,1,3977 Central Avenue,null,Duvall,WA,98019,505-555-0140,Mr.,1
618,3177,Dominique,null,Srini,14.06.1977 0:00:00,M,F,dsrini@cpandl.com,"30 000,00 ₽",1,1,Bachelors,Clerical,1,0,174 Kim Court,null,Coronado,CA,92118,1 (11) 500 555-0187,Ms.,4
619,9004,Derrick,D,Suarez,11.08.1987 0:00:00,S,M,dsuarez@contoso.com,"30 000,00 ₽",0,0,High Schoo,Manual,1,1,8354 Ponderosa Drive,null,Santa Monica,CA,90401,1 (11) 500 555-0194,Mr.,4
620,4430,Darren,null,Subram,07.08.1973 0:00:00,S,M,dsubram@consolidatedmessenger,"50 000,00 ₽",4,4,Bachelors,Skilled Manual,1,3,22571 South 2500 East,null,Idaho Falls,ID,83402,984-555-0180,Mr.,0
621,10156,Dustin,J,Tang,30.11.1966 0:00:00,M,M,dtang@cohovineyard.com,"70 000,00 ₽",2,1,Partial Co,Professional,1,0,Corporate Office,null,El Segundo,CA,90245,336-555-0179,Mr.,4
622,4128,Darrell,J,Tang,16.02.1969 0:00:00,S,M,dtang@litwareinc.com,"100 000,00 ₽",1,1,Bachelors,Management,0,3,935 Vist Oak Dr,null,Portland,OR,97205,1 (11) 500 555-0191,Mr.,1
623,50625317100,Destiny,L,Thomas,17.03.1946 0:00:00,S,F,dthomas@blueyonderairlines.com,"40 000,00 ₽",3,0,Partial Co,Professional,0,2,3725 Odin Dr.,null,Concord,CA,94519,378-555-0110,Ms.,4
624,84544752240,David,R,Thompson,12.05.1976 0:00:00,S,M,dthompson@northwindtraders.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,1,0,4837 Mohr Lane,null,Everett,WA,98201,362-555-0133,Mr.,1
625,3171,Dominique,null,Verma,11.10.1979 0:00:00,S,F,dverma@margiestravel.com,"40 000,00 ₽",2,0,Partial Co,Clerical,1,1,3148 Rose Street,null,Bothell,WA,98011,445-555-0186,Ms.,1
626,28037812700,David,null,Wang,14.07.1985 0:00:00,S,M,dwang@cpandl.com,"40 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,6441 Gordon Ct.,null,Concord,CA,94519,508-555-0124,Mr.,4
627,23,Damien,A,Wang,31.12.1971 0:00:00,S,M,dwang@fineartschool.net,"30 000,00 ₽",1,0,Partial Co,Clerical,1,1,1616 Kentucky Dr.,null,Olympia,WA,98501,1 (11) 500 555-0194,Mr.,1
628,61265028715,Devin,null,Washington,01.10.1962 0:00:00,S,M,dwashington@fabrikam.com,"70 000,00 ₽",4,3,High Schoo,Professional,0,1,Blue Ridge Mall,null,Kansas City,MO,64106,760-555-0127,Mr.,0
629,86520252823,Dylan,W,White,22.05.1969 0:00:00,S,M,dwhite@contoso.com,"40 000,00 ₽",2,0,Partial Co,Clerical,0,1,99200 Dixwell Ave.,null,Hamden,CT,6518,922-555-0131,Mr.,0
630,29,Damien,P,Wu,08.11.1982 0:00:00,M,M,dwu@adatum.com,"70 000,00 ₽",0,0,Partial Co,Professional,1,2,8237 Gibrix Dr.,null,Beverly Hills,CA,90210,156-555-0119,Mr.,4
631,2183,Dale,C,Xie,15.12.1981 0:00:00,M,M,dxie@litwareinc.com,"20 000,00 ₽",0,0,Partial Hi,Manual,1,2,2260 Discovery Bay,null,Woodburn,OR,97071,1 (11) 500 555-0190,Mr.,1
632,4129,Darrell,R,Xu,21.04.1986 0:00:00,M,M,dxu@cpandl.com,"50 000,00 ₽",1,1,Graduate D,Skilled Manual,0,0,6809 El Capitan Lane,null,Concord,CA,94519,286-555-0158,Mr.,4
633,1885,Donna,A,Xu,14.02.1980 0:00:00,M,F,dxu@cpandl.com,"100 000,00 ₽",0,5,Partial Hi,Professional,0,4,5845 Oliveria Road,null,Concord,CA,94519,1 (11) 500 555-0178,Ms.,4
634,1735,Devon,null,Xu,06.05.1981 0:00:00,S,M,dxu@fabrikam.com,"80 000,00 ₽",0,0,Partial Hi,Professional,1,4,Eastern Beltway Center,null,Las Vegas,NV,89106,1 (11) 500 555-0135,Mr.,4
635,5413,Dawn,null,Xu,04.02.1980 0:00:00,S,F,dxu@thephone-company.com,"70 000,00 ₽",0,0,Bachelors,Professional,0,1,8546 Wilson Court,null,Seattle,WA,98104,1 (11) 500 555-0182,Ms.,1
636,35,Damien,null,Xu,19.04.1987 0:00:00,S,M,dxu@woodgrovebank.com,"30 000,00 ₽",0,0,Partial Hi,Clerical,1,2,6787 Terra Calitina,null,Downey,CA,90241,587-555-0197,Mr.,4
637,29465563297,Dylan,null,Yang,09.12.1970 0:00:00,S,M,dyang@alpineskihouse.com,"50 000,00 ₽",2,0,Partial Hi,Skilled Manual,0,2,9819 Sunsine Drive,null,Chula Vista,CA,91910,274-555-0192,Mr.,4
638,27,Damien,A,Yang,15.10.1973 0:00:00,S,M,dyang@cohovineyard.com,"50 000,00 ₽",4,4,Bachelors,Skilled Manual,0,3,8249 La Jolla,null,Oakland,CA,94611,113-555-0114,Mr.,4
639,1737,Devon,null,Yuan,31.03.1976 0:00:00,M,M,dyuan@margiestravel.com,"120 000,00 ₽",0,0,Graduate D,Management,0,3,750 Lakeway Dr,null,Bellingham,WA,98225,1 (11) 500 555-0166,Mr.,1
640,46,Damien,C,Zeng,04.02.1971 0:00:00,M,M,dzeng@consolidatedmessenger,"80 000,00 ₽",5,4,Partial Co,Professional,0,3,83995 South Dixie Highway,null,Miami,FL,33127,619-555-0157,Mr.,5
641,28033161759,David,S,Zhang,20.01.1977 0:00:00,S,M,dzhang@cohovineyard.com,"20 000,00 ₽",1,1,Partial Co,Manual,1,1,9130 San Ramon Road,null,Mill Valley,CA,94941,1 (11) 500 555-0125,Mr.,4
642,2336,Darryl,H,Zhu,20.02.1977 0:00:00,M,M,dzhu@adatum.com,"20 000,00 ₽",1,1,Partial Co,Manual,1,1,7214 Elliott Dr,null,Bellflower,CA,90706,1 (11) 500 555-0132,Mr.,4
643,5877,Edwin,R,Aggarwal,12.04.1976 0:00:00,M,M,eaggarwal@margiestravel.com,"70 000,00 ₽",4,0,Graduate D,Professional,1,0,1963 Palms,null,Bremerton,WA,98312,175-555-0171,Mr.,1
644,92666298747,Emma,null,Alexander,05.04.1977 0:00:00,M,F,ealexander@cohovineyard.com,"100 000,00 ₽",1,0,Bachelors,Management,1,2,1403 Mcmillan Ave.,null,Redwood City,CA,94063,150-555-0174,Ms.,4
645,17182741200,Edward,G,Allen,17.01.1975 0:00:00,S,M,eallen@alpineskihouse.com,"90 000,00 ₽",4,4,Partial Co,Professional,0,3,6732 Arcadia Pl.,#e,Colma,CA,94014,971-555-0175,Mr.,4
646,8762,Erika,T,Alonso,03.04.1981 0:00:00,M,F,ealonso@adventure-works.com,"100 000,00 ₽",0,5,High Schoo,Management,0,4,7296 Seawind Dr.,null,Burlingame,CA,94010,1 (11) 500 555-0144,Ms.,4
647,9092,Erik,V,Alonso,02.01.1981 0:00:00,M,M,ealonso@cpandl.com,"80 000,00 ₽",0,0,Partial Hi,Professional,0,4,5805 Churchill Dr.,null,Concord,CA,94519,1 (11) 500 555-0184,Mr.,4
648,92408645749,Emma,M,Barnes,05.08.1957 0:00:00,S,F,ebarnes@treyresearch.net,"30 000,00 ₽",2,1,Partial Hi,Skilled Manual,1,4,8067 Sun View Terr.,null,Port Orchard,WA,98366,630-555-0198,Ms.,1
649,60886563700,Edward,null,Bennett,21.04.1986 0:00:00,M,M,ebennett@cohovineyard.com,"30 000,00 ₽",1,1,Bachelors,Skilled Manual,1,2,7496 Sunset Meadows,null,Los Angeles,CA,90012,1 (11) 500 555-0192,Mr.,4
650,2811,Eddie,null,Blanco,18.03.1945 0:00:00,M,M,eblanco@adventure-works.com,"60 000,00 ₽",2,0,Graduate D,Management,1,2,2546 Fawn Glen Circle,null,Burlingame,CA,94010,737-555-0126,Mr.,4
651,61446625000,Eduardo,null,Bryant,04.12.1987 0:00:00,S,M,ebryant@fabrikam.com,"40 000,00 ₽",0,0,Partial Hi,Clerical,0,2,Buckeye Factory Shops,null,Burbank,OH,44214,760-555-0182,Mr.,3
652,24537132978,Elijah,I,Bryant,24.09.1982 0:00:00,S,M,ebryant@fineartschool.net,"60 000,00 ₽",0,0,Partial Co,Skilled Manual,0,2,7962 Macalvey Drive,null,Marysville,WA,98270,258-555-0123,Mr.,1
653,21790352500,Eric,null,Butler,24.12.1948 0:00:00,M,M,ebutler@contoso.com,"70 000,00 ₽",5,0,Graduate D,Management,1,2,1941 Hacienda,null,West Covina,CA,91791,196-555-0126,Mr.,4
654,2717,Ernest,A,Cai,05.08.1986 0:00:00,S,M,ecai@contoso.com,"30 000,00 ₽",0,0,Partial Hi,Clerical,1,2,8789 S.w. 2517 Ave.,null,Kendall,FL,33143,345-555-0196,Mr.,5
655,5861,Edwin,null,Cai,21.01.1955 0:00:00,M,M,ecai@contoso.com,"40 000,00 ₽",5,0,High Schoo,Professional,0,2,8859 Wood Ranch Circle,null,San Diego,CA,92102,915-555-0148,Mr.,4
656,2266,Eugene,null,Cai,09.05.1979 0:00:00,M,M,ecai@wingtiptoys.com,"90 000,00 ₽",1,0,Graduate D,Management,1,0,1156 Corte Poquito,null,Yakima,WA,98901,1 (11) 500 555-0126,Mr.,1
657,9103,Erik,null,Castro,03.11.1959 0:00:00,M,M,ecastro@baldwinmuseumofscience.com,"30 000,00 ₽",3,0,Partial Co,Clerical,1,2,9011 Santa Lucia Dr.,null,Colma,CA,94014,1 (11) 500 555-0196,Mr.,4
658,1151,Erick,E,Chandra,13.03.1959 0:00:00,M,M,echandra@northwindtraders.com,"30 000,00 ₽",4,0,High Schoo,Professional,1,2,Three Rivers Mall,null,Kelso,WA,98626,568-555-0182,Mr.,1
659,2797,Eddie,null,Diaz,23.04.1975 0:00:00,S,M,ediaz@fineartschool.net,"40 000,00 ₽",1,0,Bachelors,Skilled Manual,0,0,1757 Hames Court,null,Olympia,WA,98501,1 (11) 500 555-0113,Mr.,1
660,20900754928,Eduardo,C,Edwards,11.01.1989 0:00:00,M,M,eedwards@thephone-company.com,"40 000,00 ₽",3,3,Partial Co,Clerical,1,1,9473 Wawona Lane,null,Seattle,WA,98104,112-555-0161,Mr.,1
661,14848130345,Edward,J,Evans,02.08.1973 0:00:00,M,M,eevans@margiestravel.com,"80 000,00 ₽",4,3,Partial Co,Professional,1,1,4914 Sierra Drive,null,Bellingham,WA,98225,554-555-0194,Mr.,1
662,3485,Edgar,M,Fernandez,02.10.1977 0:00:00,M,M,efernandez@litwareinc.com,"50 000,00 ₽",2,2,Bachelors,Skilled Manual,1,1,3325 Taylor,null,Oregon City,OR,97045,959-555-0173,Mr.,1
663,56386074423,Elizabeth,A,Flores,10.03.1977 0:00:00,M,F,eflores@lucernepublishing.com,"70 000,00 ₽",4,3,Partial Co,Professional,1,0,Mccreless Mall,null,San Antonio,TX,78204,682-555-0192,Ms.,4
664,21783759593,Eric,A,Flores,07.08.1953 0:00:00,M,M,eflores@wingtiptoys.com,"30 000,00 ₽",5,0,Partial Hi,Clerical,1,2,8547 Catherine Way,null,Tacoma,WA,98403,111-555-0181,Mr.,1
665,56436408800,Elizabeth,null,Foster,30.09.1983 0:00:00,S,F,efoster@adventure-works.com,"50 000,00 ₽",0,0,High Schoo,Professional,0,2,7754 Camino Peral,null,Chula Vista,CA,91910,605-555-0186,Ms.,4
666,24527262449,Elijah,null,Foster,11.11.1962 0:00:00,M,M,efoster@woodgrovebank.com,"50 000,00 ₽",3,0,Graduate D,Management,1,2,99433 S. Greenbay Rd.,null,Racine,WI,53182,835-555-0141,Mr.,0
667,1216,Evelyn,null,Garcia,31.08.1945 0:00:00,S,F,egarcia@woodgrovebank.com,"30 000,00 ₽",2,0,Partial Co,Clerical,1,2,9620 Laurel Drive,null,Novato,WY,82070,1 (11) 500 555-0144,Ms.,3
668,74496521400,Elijah,null,Gonzalez,19.03.1964 0:00:00,S,M,egonzalez@cohovineyard.com,"80 000,00 ₽",3,2,Partial Co,Professional,0,1,3711 Amargosa Drive,null,Glendale,CA,91203,1 (11) 500 555-0151,Mr.,4
669,3413,Emmanuel,E,Gonzalez,17.01.1987 0:00:00,M,M,egonzalez@consolidatedmessenger,"40 000,00 ₽",0,0,Partial Hi,Clerical,1,2,Belz Factory Outlet,null,Orlando,FL,32804,884-555-0191,Mr.,5
670,20826184153,Eduardo,P,Green,18.03.1985 0:00:00,S,M,egreen@fabrikam.com,"60 000,00 ₽",1,0,Graduate D,Professional,0,0,2131 Covington Court,null,Beaverton,OR,97005,664-555-0113,Mr.,1
671,77136678700,Elijah,C,Green,13.01.1950 0:00:00,S,M,egreen@lucernepublishing.com,"60 000,00 ₽",3,0,Graduate D,Management,1,2,3397 Rancho View Drive,null,Ballard,WA,98107,264-555-0140,Mr.,1
672,10096,Erica,T,Guo,04.08.1948 0:00:00,S,F,eguo@cpandl.com,"20 000,00 ₽",1,0,Bachelors,Clerical,0,0,9266 Trees Drive,null,Daly City,CA,94015,1 (11) 500 555-0187,Ms.,4
673,61519339680,Eduardo,C,Hayes,12.11.1966 0:00:00,S,M,ehayes@cohovineyard.com,"50 000,00 ₽",2,1,High Schoo,Professional,1,2,3981 Augustine Drive,null,National City,CA,91950,202-555-0132,Mr.,4
